ID,URL,Thumbnail URL,Game,Vibrant,DarkVibrant,LightVibrant,Muted,DarkMuted,LightMuted,Price,Brief Description,Creator,Creator Itch.IO Page,Status,Updated,Platforms,Publisher,Release date,Rating,Authors,Genre,Made with,Tags,Average session,Languages,Inputs,Accessibility,Links,Number of Ratings
204905,https://astralore.itch.io/monstrata-fracture,https://img.itch.zone/aW1nLzE5NDIzMjcuZ2lm/315x250%23cm/QBq5s%2F.gif,Monstrata Fracture,#dcac44,#711d46,#7bc6cb,#515191,#332850,#d4c7c2,,Don't date monsters. Your mother would be disappointed.,Astralore,https://astralore.itch.io,In development,,"Windows, macOS, Linux",,,4.8,,"Visual Novel, Simulation",,"Anime, Boys' Love, Dating Sim, free, LGBT, Meaningful Choices, Monsters, Otome, Romance",About a half-hour,,"Keyboard, Mouse, Touchscreen","Color-blind friendly, Subtitles","https://www.facebook.com/astralore/, https://discord.gg/KxUgAp8, http://astralore.com/",267
207901,https://hthr.itch.io/extreme-meatpunks-forever,https://img.itch.zone/aW1hZ2UvMjA3OTAxLzEzMjA3ODUucG5n/315x250%23c/Txx7nn.png,EXTREME MEATPUNKS FOREVER,#e66517,#872e04,#88fcd4,#77c395,#943204,#039563,$10.00,Gay disaster mech pilots killing fascists,Heather Flowers,https://hthr.itch.io,Released,,"Windows, macOS, Linux",,"Jul 19, 2018",4.6,,"Action, Interactive Fiction, Visual Novel",,"2D, Comedy, LGBT, Mechs, Singleplayer, Story Rich, Unity",A few hours,English,,,,266
577111,https://nomnomnami.itch.io/drowning-drowning,https://img.itch.zone/aW1nLzMwNDU1NzQucG5n/315x250%23c/qXq3pm.png,"drowning, drowning",#5d82f6,#3e4f9d,#8aacf8,#5866a0,#474a7d,#9c9cbe,,a girl dives into the sea and makes new friends,NomnomNami,https://nomnomnami.itch.io,Released,22 days ago,Windows,,,4.8,,Role Playing,"RPG Maker, Aseprite, Paint Tool SAI, Clip Studio Paint","2D, Anime, Cute, Fantasy, Female Protagonist, LGBT, Pixel Art, RPG Maker, underwater, Walking simulator",About a half-hour,"English, Spanish; Castilian, Spanish; Latin America, French, Korean, Portuguese (Portugal), Portuguese (Brazil)",Keyboard,,"https://kamillasrainbow.bandcamp.com/album/drowning-drowning-ost, https://www.patreon.com/nomnomnami, https://twitter.com/nomnomnami",260
950965,https://sedgelord.itch.io/nomorefuture,https://img.itch.zone/aW1nLzY2MDc3OTkuanBn/315x250%23c/7OofOB.jpg,No More Future,#b64f5d,#762a47,#f2bd89,#975666,#6a3444,#cca4b2,,"Live forever, at a price...",Sedge,https://sedgelord.itch.io,In development,7 days ago,"Windows, macOS, Linux, Android",,,4.9,,"Visual Novel, Action, Adventure",,"Atmospheric, Furry, LGBT, Narrative, Sci-fi, Singleplayer, Story Rich, Thriller",About a half-hour,English,,,,238
283441,https://npckc.itch.io/penguin-cafe,https://img.itch.zone/aW1hZ2UvMjgzNDQxLzEzNzg3MTIucG5n/315x250%23c/4qGYsk.png,PENGUIN CAFE,#e0db56,#706c14,#eae78e,#9b5c5c,#34635c,#b1d8d1,,alone at a cafe after your date never shows up.,npckc,https://npckc.itch.io,Released,,"Windows, macOS, Linux",,,4.6,,"Visual Novel, Interactive Fiction",Ren'Py,"2D, Animals, cats, Cute, LGBT, Multiple Endings, renpy, Short, Touch-Friendly",About a half-hour,"English, Spanish; Latin America, Italian, Japanese, Korean","Keyboard, Gamepad (any), Touchscreen","Subtitles, One button","https://npckc.site, https://twitter.com/npckc, https://patreon.com/npckc",238
275120,https://argent-games.itch.io/your-dry-delight,https://img.itch.zone/aW1hZ2UvMjc1MTIwLzEzMzMyNTIuanBn/315x250%23c/Oj%2B%2FnG.jpg,Your Dry Delight,#bc7c54,#642c24,#efe4a0,#a17351,#4e3c37,#c8c0ae,,1920s-themed BL/yaoi visual novel,Argent Games,https://argent-games.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.6,,Visual Novel,Ren'Py,"Dating Sim, LGBT, renpy, Romance",A few seconds,"English, French, Russian, Chinese (Simplified)",,,https://store.steampowered.com/app/913010/Your_Dry_Delight/,234
949876,https://parkerlyn.itch.io/thenameless,https://img.itch.zone/aW1nLzU0OTMxMTMucG5n/315x250%23c/Ssmro4.png,The Nameless,#e49c6c,#703914,#e4b892,#9b8171,#41536c,#bc9070,,A story based loosely on the fey and other myths. Will you find out what happened before it comes for you?,Parker Lyn,https://parkerlyn.itch.io,In development,26 days ago,HTML5,,,4.9,,Interactive Fiction,,"fae, Fantasy, fey, LGBT, Romance, Text based, Twine",,,,,,226
218894,https://mxedk.itch.io/a-nice-date,https://img.itch.zone/aW1hZ2UvMjE4ODk0LzEwMzMxNzEucG5n/315x250%23c/7e5IhR.png,a nice date,#b56a5a,#7f1c35,#d4a49c,#965f55,#333054,#bcbccc,,a date (??) with your crush,xed,https://mxedk.itch.io,Prototype,,HTML5,,,4.8,,"Visual Novel, Interactive Fiction",Unity,"2D, Dating Sim, Female Protagonist, LGBT, Meaningful Choices, Romance, Story Rich, Yuri",,,,,,226
187766,https://trainmilfsgame.itch.io/love-on-the-peacock-express,https://img.itch.zone/aW1hZ2UvMTg3NzY2Lzg4MTIxNi5wbmc=/315x250%23c/rq851Z.png,Love on the Peacock Express,#f2ae0c,#986b07,#dca86e,#945f48,#6b4634,#c2b8a5,,A Mystery MILF Dating Game,trainmilfsgame,https://trainmilfsgame.itch.io,Released,,"Windows, macOS, Linux",,,4.6,,Visual Novel,,"Dating Sim, LGBT, vn, Yuri",,,,,,222
276535,https://bobcgames.itch.io/yags,https://img.itch.zone/aW1nLzE4NDUwNjQuanBn/315x250%23c/3Y4nFK.jpg,Yearning: A Gay Story,#09ed42,#0ca61f,#84ddf9,#57a88c,#68787b,#b8bcb6,,"Come out in college! Meet people, make friends, and maybe find a boyfriend?",bobcgames,https://bobcgames.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.6,,"Visual Novel, Interactive Fiction",Ren'Py,"Bara, coming-out, Dating Sim, Gay, LGBT, Queer, Romance, Slice Of Life, Yaoi",A few hours,English,"Keyboard, Mouse, Touchscreen","Subtitles, Blind friendly","https://store.steampowered.com/app/1690530/Yearning_A_Gay_Story/, http://yags.bobcgames.com, http://bobcgames.com/?contact, https://www.twitter.com/bobcgames, http://bobcgames.com/blog/?cat=2",222
231060,https://moreelen.itch.io/sort-your-life-out,https://img.itch.zone/aW1hZ2UvMjMxMDYwLzEwOTUwODAucG5n/315x250%23c/1Z9Kde.png,Sort Your Life Out,#e27680,#6d171f,#f1c5d8,#a8545c,#3c4c74,#c1959d,,A game about lying in bed with your best friend and making major life decisions.,Rosa Carbo-Mascarell,https://moreelen.itch.io,Released,,HTML5,,,4.3,,Interactive Fiction,,"artgame, Cozy, LGBT, Life Simulation, Multiple Endings, relationship, Slice Of Life",,,,,,219
127719,https://rollingcrown.itch.io/demonheart,https://img.itch.zone/aW1hZ2UvMTI3NzE5LzU4ODA2My5qcGc=/315x250%23c/b1QFl4.jpg,Demonheart,#cc3444,#6d0c2b,#f2817e,#805486,#663966,#d09daf,$19.99,"Dark fantasy romance, lots of dialog choices.",Rolling Crown,https://rollingcrown.itch.io,Released,,"Windows, macOS, Linux",,"Mar 24, 2017",4.7,,Visual Novel,,"Dark Fantasy, Dating Sim, Fantasy, Female Protagonist, LGBT, Narrative, Otome, Romance, Story Rich",A few hours,"German, English, Italian, Portuguese (Portugal), Russian","Keyboard, Mouse",Subtitles,"http://store.steampowered.com/app/578900, https://www.patreon.com/rollingcrown, https://twitter.com/Rolling_Crown, https://www.facebook.com/rolling.crown.games, https://discord.gg/xjaRGYDTUA, http://eepurl.com/gTMYMz",219
144732,https://bunbirb.itch.io/parsnip,https://img.itch.zone/aW1hZ2UvMTQ0NzMyLzExMjI2NDcucG5n/315x250%23c/wfrAuG.png,Parsnip,#b1a949,#5d5926,#f4c4bc,#5c9293,#75664b,#a0c2bd,,A hungry rabbit quests for cake,Bun & Birb,https://bunbirb.itch.io,Released,,Windows,,,4.5,"Bun & Birb, Digital Poppy",Adventure,Unreal Engine,"2D, Cute, Funny, Furry, Hand-drawn, LGBT, Point & Click, rabbit, Singleplayer, watercolor",About an hour,English,"Keyboard, Mouse",,,215
109781,https://huegor.itch.io/date-almost-anything-sim,https://img.itch.zone/aW1hZ2UvMTA5NzgxLzUxMDA5Ny5wbmc=/315x250%23c/CKonow.png,Date (Almost) Anything Sim,#eb277e,#9b246d,#fc80b2,#964d82,#5a2c3e,#d4b4cc,,Date just about anything!,huegor,https://huegor.itch.io,Released,,"Windows, macOS",,,3.6,,Visual Novel,Ren'Py,"Dark Humor, Dating Sim, Female Protagonist, humor, LGBT, renpy",,,,,,213
229409,https://dmarielicea.itch.io/uslovelycorpses,https://img.itch.zone/aW1hZ2UvMjI5NDA5LzEwODU3NTgucG5n/315x250%23c/K74HXd.png,Us Lovely Corpses,#bc5454,#7c3434,#eba5bf,#9c4f53,#673435,#c4a4a4,,"A girl, a monster, another girl, roses. The usual.",d Marie,https://dmarielicea.itch.io,Released,,"Windows, macOS, Linux",,,4.7,,Visual Novel,,"Atmospheric, Dark, Female Protagonist, Horror, LGBT, Romance, Story Rich, supernatural, Surreal, witches",About an hour,,,,,210
73439,https://vnstudioelan.itch.io/highway-blossoms,https://img.itch.zone/aW1hZ2UvNzM0MzkvMzM4OTMxLnBuZw==/315x250%23c/3t07j3.png,Highway Blossoms: Remastered,#e3470b,#562931,#f8cc86,#55aea8,#8e4e4f,#98cbad,$12.99,A yuri/girls' love kinetic novel in the American Southwest,Studio Élan,https://vnstudioelan.itch.io,Released,,"Windows, macOS, Linux",,,4.7,"Studio Élan, Studio Coattails",Visual Novel,Ren'Py,"Anime, Casual, Cute, Female Protagonist, Kinetic Novel, Lesbian, LGBT, renpy, Yuri",,,,,http://store.steampowered.com/app/451760,209
1063742,https://bokedaidu.itch.io/where-the-demon-lurks,https://img.itch.zone/aW1nLzYxNzYxMjkuanBn/315x250%23c/VHnfg%2F.jpg,Where The Demon Lurks,#c73915,#84140c,#fabc89,#966446,#6a4130,#b4bfc1,,WTDL,Bokedaidu,https://bokedaidu.itch.io,In development,14 days ago,"Windows, macOS, Linux",,,4.8,,"Visual Novel, Adventure, Interactive Fiction",,"Bara, Comedy, Furry, Gay, LGBT, Magical Realism, Story Rich",A few minutes,English,"Keyboard, Mouse",,https://twitter.com/BokeTeam,201
894718,https://beeanca.itch.io/exiled-from-court,https://img.itch.zone/aW1nLzc2NzM2NDAuanBn/315x250%23c/8JjitS.jpg,Exiled from Court,#c8912c,#8b2a16,#e4bc6c,#a08464,#614730,#d0b49f,,"You were exiled from Court. Now, you need to find your way back.",beeanca,https://beeanca.itch.io,In development,,HTML5,,,4.9,,Interactive Fiction,Twine,"Comedy, Historical, LGBT, LGBTQIA, Meaningful Choices, Romance, Story Rich, Text based, Twine",About a half-hour,English,,,"http://beeanca-writing.tumblr.com/, https://twitter.com/beeancawriting, https://www.instagram.com/beeanca.writing/",201
370463,https://meduzagames.itch.io/the-neptune-diaries,https://img.itch.zone/aW1nLzIwMzM2MjQuanBn/315x250%23c/OXMhBa.jpg,The Neptune Diaries,#ae566d,#0c046a,#db6a7e,#b57781,#502f49,#c68795,,"As the Red Moon appears, you have to start the fight.",Meduza Games,https://meduzagames.itch.io,On hold,,"Windows, macOS, Linux",,,4.6,,"Visual Novel, Role Playing",Ren'Py,"amare, Detective, LGBT, Multiple Endings, Otome, renpy, Romance, Story Rich",A few hours,English,,,https://theneptunediaries.tumblr.com/,200
728150,https://daizfrg.itch.io/brave-paradise,https://img.itch.zone/aW1nLzQxMTE3OTEuZ2lm/315x250%23cm/gWMduB.gif,Brave Paradise,#25b6f0,#0f879d,#77d5ed,#75a1ae,#406470,#aac2cd,,Gay furry modern-fantasy Visual Novel about being in a contest,DaiZfrg,https://daizfrg.itch.io,Prototype,,"Windows, macOS, Android",,,4.9,,"Visual Novel, Interactive Fiction",,"Bara, Dating Sim, Furry, Gay, LGBT, Mystery, Romance, suspense",,,,,,195
962095,https://bighandinsky.itch.io/maintenance-day,https://img.itch.zone/aW1nLzc1ODg1NTgucG5n/315x250%23c/KAsP87.png,A Day of Maintenance,#e94c2c,#ce2809,#fc6446,#bc8465,#921c06,#c7907f,,An open world driving game with gay robots in it,BigHandInSky,https://bighandinsky.itch.io,In development,5 days ago,"Windows, macOS, Linux",,,5,,Interactive Fiction,"Unity, Blender, Sublime Text, Audacity","Atmospheric, Driving, First-Person, Gay, ink, LGBT, Robots, Sci-fi, Singleplayer, Story Rich",About an hour,English,"Keyboard, Mouse, Xbox controller, Gamepad (any), Playstation controller","Color-blind friendly, Subtitles, Configurable controls, High-contrast","https://store.steampowered.com/app/1712370/A_Day_of_Maintenance/, https://store.steampowered.com/app/1712370/A_Day_of_Maintenance/",9
815590,https://drowsy-drake-studios.itch.io/cryptid-crush,https://img.itch.zone/aW1nLzc3ODExNzYucG5n/315x250%23c/7KnUQC.png,Cryptid Crush,#26c6b0,#120550,#eb74eb,#9c5995,#563868,#e0dceb,,"A TTRPG inspired Cryptid Sim! Meet Monsters, crush on cryptids.",Drowsy Drake Studios,https://drowsy-drake-studios.itch.io,In development,,"Windows, macOS, Linux, Android",,"Nov 20, 2020",4.8,,"Visual Novel, Interactive Fiction, Role Playing",Ren'Py,"cryptid, Dating Sim, Furry, LGBT, Monsters, Narrative, renpy, Singleplayer",About an hour,English,"Keyboard, Mouse, Touchscreen",,"https://www.patreon.com/DrowsyDrake, https://twitter.com/CryptidCrush?s=09, https://cryptidcrush.com/, https://www.youtube.com/channel/UCTHMdCTwRfQb9MbpWlSVjLw",194
173693,https://pillowfight.itch.io/heaven-will-be-mine,https://img.itch.zone/aW1hZ2UvMTczNjkzLzgwOTY5Mi5wbmc=/315x250%23c/svcP%2FD.png,Heaven Will Be Mine,#c0447c,#2c345c,#d48898,#827b8b,#5c3444,#d2a3ad,$15.00,Joyride a mecha. Sext your enemies. Fight the pull of gravity.,pillowfight,https://pillowfight.itch.io,Released,,"Windows, macOS, Linux",,"Jul 25, 2018",4.9,,Visual Novel,,"artgame, Dating Sim, Lesbian, LGBT, Mechs, Sci-fi, Transgender, Yuri",,,,,https://store.steampowered.com/app/836450/Heaven_Will_Be_Mine/,193
578431,https://cetusotter.itch.io/ico,https://img.itch.zone/aW1nLzY0NDAwNzUucG5n/315x250%23c/w6NeDi.png,I.C.O.,#da9505,#a40c04,#fcd27d,#a8534f,#4b2f2c,#e1d5cf,,An otter's struggle to survive against the I.C.O.,CetusOtter,https://cetusotter.itch.io,In development,13 days ago,"Windows, macOS, Linux, Android",,,4.9,,"Visual Novel, Action",Ren'Py,"Cyberpunk, Dystopian, Furry, Gay, LGBT, Male protagonist, Mechs, Sci-fi",A few hours,English,"Keyboard, Mouse, Touchscreen",,,192
879454,https://purplesloth.itch.io/whats-your-gender,https://img.itch.zone/aW1nLzUyNjcwMzEucG5n/315x250%23c/l5X%2Bwx.png,What's your gender?,#87738b,#463c48,#c0b6c2,#896989,#5a575b,#bcb1be,,"A journey through a non-euclidean maze, exploring concepts around gender and identity.",PurpleSloth,https://purplesloth.itch.io,Released,,"Windows, Linux, HTML5",,,4.7,"PurpleSloth, ente","Puzzle, Educational","Unity, Blender","Exploration, Gender, LGBT, LGBTQIA, non-binary, non-eucledian, Non violent, Queer",A few minutes,"German, English","Keyboard, Mouse, Gamepad (any)","Subtitles, High-contrast, Interactive tutorial",,189
380113,https://harlevin.itch.io/mnemonic-devices,https://img.itch.zone/aW1nLzE5MTY5MTUuZ2lm/315x250%23cm/3MtloX.gif,Mnemonic Devices,#ba846c,#542138,#eecca4,#98645c,#394d49,#a7a8ce,,"Who are you? The voice in your head seems to know. NaNoRenO2019 [GxB,BxB,NBxB]",minyan,https://harlevin.itch.io,Released,22 days ago,"Windows, macOS, Linux",,"Apr 02, 2019",4.5,,Visual Novel,"Ren'Py, Paint Tool SAI, Clip Studio Paint","Character Customization, LGBT, Multiple Endings, nanoreno, nanoreno2019, renpy, Romance, Sci-fi, Yaoi",About a half-hour,English,"Keyboard, Mouse",Subtitles,,188
185251,https://sofdelux.itch.io/disaster-log-c,https://img.itch.zone/aW1hZ2UvMTg1MjUxLzg2Njg4OC5wbmc=/315x250%23c/DJZSN0.png,Disaster Log C,#c98b3e,#634e2a,#e2c097,#9c8461,#1f3139,#775121,,It has been raining ceaselessly for 7 days...,Sofdelux Studio,https://sofdelux.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.7,,Visual Novel,"Ren'Py, Adobe Photoshop, Paint Tool SAI","Dark Fantasy, Female Protagonist, Lesbian, LGBT, Multiple Endings, Post-apocalyptic, renpy, Spooky, Story Rich, Yuri",About an hour,"English, Spanish; Latin America, French, Korean, Polish, Portuguese (Brazil)","Keyboard, Mouse, Gamepad (any), Touchscreen, Smartphone","Configurable controls, One button",,186
627456,https://tsungelique.itch.io/i-want-to-pursue-the-mean-side-character,https://img.itch.zone/aW1nLzY2ODI1NTcucG5n/315x250%23c/p6EsCi.png,I Want to Pursue the Mean Side Character!,#fc2b50,#820118,#fc748c,#b28973,#64363a,#c4b0b0,,She's pretty cute.,tsungelique,https://tsungelique.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.8,"tsungelique, Tsundere Studio, M.",Visual Novel,"Ren'Py, Paint Tool SAI","2D, Anime, Fantasy, Female Protagonist, LGBT, renpy, Yuri",About a half-hour,English,"Keyboard, Mouse",One button,,184
1211083,https://mikey-skye.itch.io/violet-memoir,https://img.itch.zone/aW1nLzcwNzAwNDAucG5n/315x250%23c/3tHtk8.png,Violet Memoir,#b1743c,#44245f,#bddf7c,#b07951,#583954,#d9b7b1,,,Mikey Skye,https://mikey-skye.itch.io,In development,19 hours ago,"Windows, macOS, Linux, Android",,,4.9,,"Visual Novel, Interactive Fiction",,"Bara, Dating Sim, Furry, Gay, LGBT, Narrative, Psychological Horror, Romance, Story Rich",,,,,,183
351104,https://apple-cider.itch.io/dorakone,https://img.itch.zone/aW1nLzE3NDY5ODAucG5n/315x250%23c/8F%2BMl2.png,DoraKone,#b26238,#8d3321,#f4c1a1,#b47e5d,#4f3835,#cebf97,,My sweet summer adventure!,Apple Cider,https://apple-cider.itch.io,Released,,"Windows, macOS, Linux",,,4.7,,"Visual Novel, Adventure",Ren'Py,"Anime, Female Protagonist, gxg, LGBT, renpy, Romance, Yuri",About an hour,English,"Keyboard, Mouse, Gamepad (any)",,,181
711776,https://ladymeowsith.itch.io/a-cottage-story,https://img.itch.zone/aW1nLzM5NDMxMjkucG5n/315x250%23c/%2FDdkhP.png,A Cottage Story,#c3994d,#6c4e14,#e1ca82,#a77c50,#64542b,#7b641d,,A cottagecore and fantasy inspired dating sim.,LadyMeowsith,https://ladymeowsith.itch.io,In development,10 days ago,,,,4.8,,Visual Novel,,"amare, Comedy, Cute, Dating Sim, Fantasy, LGBT, Romance, Slice Of Life, Story Rich",,,,,,178
349841,https://thephilipcal.itch.io/lastminutelove,https://img.itch.zone/aW1nLzE3MzkyNTEucG5n/315x250%23c/c7PVfq.png,Last Minute Love – The Nursing Home Dating Sim,#f3ab4c,#180f20,#fabb7c,#9d7b60,#462428,#c9999c,,Will you be able to find love or die alone?,Philip Cal,https://thephilipcal.itch.io,Released,,"Windows, macOS, Linux, HTML5",,,4.7,,Adventure,"Unity, Clip Studio Paint","2D, cats, Comedy, Dating Sim, Gay, LGBT, Pixel Art, Romance, Singleplayer, Transgender",About an hour,English,Keyboard,,,177
391642,https://mesange-arts.itch.io/valentyne-stories-necromancy,https://img.itch.zone/aW1nLzE5NDk3OTcucG5n/315x250%23c/O4xeoT.png,Valentyne Stories Necromancy,#e8bc60,#5e3a1d,#dcc185,#9f7069,#54333a,#c49a8a,,A story driven BL visual novel in a medieval horrific universe,Mesange Arts,https://mesange-arts.itch.io,In development,23 days ago,"Windows, macOS, Linux",,,4.9,,Visual Novel,Ren'Py,"Anime, bl, bl-game, Fantasy, Gay, LGBT, Meaningful Choices, Romance, Yaoi",A few hours,"English, French","Keyboard, Mouse",,,177
637249,https://johns-emazing-films.itch.io/countryhumans-dating-sim,https://img.itch.zone/aW1nLzU1MjYzMDUucG5n/315x250%23c/fYPYPF.png,Countryhumans - Dating Sim v0.13,#b44c44,#490d0d,#f9bb77,#a86a5d,#442f30,#d3beba,,The best Countryhumans Dating Sim. Until someone else makes one.,John's Emazing Films,https://johns-emazing-films.itch.io,In development,,"Windows, macOS, Linux, Android",,,4.8,,Visual Novel,Ren'Py,"2D, Anime, countryhumans, Cute, Dating Sim, Fangame, First-Person, LGBT, Short",About an hour,English,"Keyboard, Mouse",,"https://discord.gg/XsrkP3W, https://twitter.com/johnsemazing, https://www.instagram.com/johns.emazing.films/, https://www.youtube.com/channel/UCCntLAv89MCb2sX3zkltbuQ/videos",176
147837,https://sofdelux.itch.io/mermaid-splash,https://img.itch.zone/aW1hZ2UvMTQ3ODM3LzY4MTMxMC5wbmc=/315x250%23c/aiqyrC.png,Mermaid Splash! Passion Festival,#e47152,#2e4e60,#e89d84,#a26f56,#8d5f44,#a5c5d6,,Mermaids! Passions! 23 endings!! Help CiCi follow her dreams~,Sofdelux Studio,https://sofdelux.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.6,,Visual Novel,"Ren'Py, Adobe Photoshop, Paint Tool SAI, Clip Studio Paint","Anime, Cute, Dating Sim, Fantasy, Female Protagonist, Lesbian, LGBT, mermaid, renpy, Yuri",About a half-hour,English,"Keyboard, Mouse, Gamepad (any), Touchscreen, Smartphone","Configurable controls, One button",,171
295521,https://teamrumblebee.itch.io/lisvn,https://img.itch.zone/aW1hZ2UvMjk1NTIxLzE0NDIxMzcucG5n/315x250%23c/ChT2%2FQ.png,Love is Strange,#a12b4c,#6c051f,#ed75aa,#a56069,#5e312f,#bca4ac,,A fan dating vn based off Life is Strange.,Team Rumblebee,https://teamrumblebee.itch.io,Released,,"Windows, macOS, Linux",,,4.8,,Visual Novel,,"Dating Sim, Fangame, LGBT, Multiple Endings, renpy, Romance",,,,,,170
322596,https://npckc.itch.io/lilac-and-her-light,https://img.itch.zone/aW1nLzE1OTQ5MDAucG5n/315x250%23c/CnEQv3.png,lilac & her light,#6858b0,#1c0c4c,#8c7cc1,#767386,#403a51,#9c98ae,,a story about a girl who lost her colour.,npckc,https://npckc.itch.io,Released,,"Windows, macOS, Linux, Android",,,4.7,,Role Playing,RPG Maker,"2D, Cute, Fantasy, Female Protagonist, friendship, LGBT, Pixel Art, RPG Maker, Yuri",About a half-hour,"English, Korean","Keyboard, Mouse, Gamepad (any)",Subtitles,"https://npckc.site, https://twitter.com/npckc, https://patreon.com/npckc, https://sdhizumi.bandcamp.com/album/lilac-her-light-soundtrack",170
